       0.510431559300E+01       0.153736199400E+01      -0.166685287438E+04
       0.515431559300E+01       0.153736199400E+01      -0.166686490008E+04
       0.520431559300E+01       0.153736199400E+01      -0.166687167833E+04
       0.525431559300E+01       0.153736199400E+01      -0.166687373555E+04
       0.530431559300E+01       0.153736199400E+01      -0.166687155499E+04
       0.510431559300E+01       0.155736199400E+01      -0.166686060036E+04
       0.515431559300E+01       0.155736199400E+01      -0.166687005875E+04
       0.520431559300E+01       0.155736199400E+01      -0.166687447936E+04
       0.525431559300E+01       0.155736199400E+01      -0.166687438264E+04
       0.530431559300E+01       0.155736199400E+01      -0.166687022800E+04
       0.510431559300E+01       0.157736199400E+01      -0.166686605696E+04
       0.515431559300E+01       0.157736199400E+01      -0.166687313553E+04
       0.520431559300E+01       0.157736199400E+01      -0.166687537645E+04
       0.525431559300E+01       0.157736199400E+01      -0.166687328714E+04
       0.530431559300E+01       0.157736199400E+01      -0.166686732202E+04
       0.510431559300E+01       0.159736199400E+01      -0.166686943431E+04
       0.515431559300E+01       0.159736199400E+01      -0.166687430607E+04
       0.520431559300E+01       0.159736199400E+01      -0.166687453837E+04
       0.525431559300E+01       0.159736199400E+01      -0.166687061781E+04
       0.530431559300E+01       0.159736199400E+01      -0.166686298418E+04
       0.510431559300E+01       0.161736199400E+01      -0.166687091880E+04
       0.515431559300E+01       0.161736199400E+01      -0.166687375837E+04
       0.520431559300E+01       0.161736199400E+01      -0.166687213462E+04
       0.525431559300E+01       0.161736199400E+01      -0.166686653154E+04
       0.530431559300E+01       0.161736199400E+01      -0.166685736887E+04
