         0.164121753470154E+03        -0.162773858728025E+04
         0.169162495042847E+03        -0.162775912555477E+04
         0.174305406454110E+03        -0.162777301516565E+04
         0.179551512780720E+03        -0.162778092186248E+04
         0.184901839099452E+03        -0.162778343555301E+04
         0.190357410487084E+03        -0.162778111718455E+04
         0.195919252020392E+03        -0.162777451272280E+04
         0.201588388776152E+03        -0.162776403979630E+04
         0.207365845831141E+03        -0.162775014636741E+04
